Jaar/Maand,Dag,Productgroep,Product,Prijs incl. BTW
jul22,29jul22,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),1.332
jul22,29jul22,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.467
jul22,29jul22,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.418
jul22,29jul22,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),1.386
jul22,29jul22,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.521
jul22,29jul22,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.792
jul22,29jul22,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.867
jul22,29jul22,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.74
jul22,29jul22,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.87
jul22,29jul22,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.795
jul22,29jul22,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),747.33
jul22,30jul22,Benzines,Benzine 95 RON E5 (€/L),1.956
jul22,30jul22,Benzines,Benzine 95 RON E10 (€/L),1.889
jul22,30jul22,Benzines,Benzine 98 RON E5 (€/L),2.136
jul22,30jul22,Benzines,Benzine 98 RON E10 (€/L),2.098
jul22,30jul22,Gasolie Diesel wegvervoer,Diesel B7 (€/L),2.017
jul22,30jul22,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.98
jul22,30jul22,Gasolie Diesel wegvervoer,Diesel B20 (€/L),1.992
jul22,30jul22,Gasolie Diesel wegvervoer,Diesel B30 (€/L),2.04
jul22,30jul22,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.654
jul22,30jul22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),1.295
jul22,30jul22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),1.327
jul22,30jul22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),1.272
jul22,30jul22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),1.304
jul22,30jul22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),1.3
jul22,30jul22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),1.331
jul22,30jul22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.432
jul22,30jul22,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),1.28
jul22,30jul22,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),1.312
jul22,30jul22,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.417
jul22,30jul22,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),1.364
jul22,30jul22,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),1.332
jul22,30jul22,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.467
jul22,30jul22,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.418
jul22,30jul22,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),1.386
jul22,30jul22,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.521
jul22,30jul22,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.792
jul22,30jul22,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.867
jul22,30jul22,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.74
jul22,30jul22,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.87
jul22,30jul22,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.795
jul22,30jul22,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),770.84
jul22,31jul22,Benzines,Benzine 95 RON E5 (€/L),1.956
jul22,31jul22,Benzines,Benzine 95 RON E10 (€/L),1.889
jul22,31jul22,Benzines,Benzine 98 RON E5 (€/L),2.136
jul22,31jul22,Benzines,Benzine 98 RON E10 (€/L),2.098
jul22,31jul22,Gasolie Diesel wegvervoer,Diesel B7 (€/L),2.017
jul22,31jul22,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.98
jul22,31jul22,Gasolie Diesel wegvervoer,Diesel B20 (€/L),1.992
jul22,31jul22,Gasolie Diesel wegvervoer,Diesel B30 (€/L),2.04
jul22,31jul22,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.654
jul22,31jul22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),1.295
jul22,31jul22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),1.327
jul22,31jul22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),1.272
jul22,31jul22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),1.304
jul22,31jul22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),1.3
jul22,31jul22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),1.331
jul22,31jul22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.432
jul22,31jul22,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),1.28
jul22,31jul22,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),1.312
jul22,31jul22,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.417
jul22,31jul22,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),1.364
jul22,31jul22,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),1.332
jul22,31jul22,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.467
jul22,31jul22,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.418
jul22,31jul22,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),1.386
jul22,31jul22,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.521
jul22,31jul22,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.792
jul22,31jul22,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.867
jul22,31jul22,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.74
jul22,31jul22,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.87
jul22,31jul22,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.795
jul22,31jul22,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),770.84
aug22,01aug22,Benzines,Benzine 95 RON E5 (€/L),1.956
aug22,01aug22,Benzines,Benzine 95 RON E10 (€/L),1.889
aug22,01aug22,Benzines,Benzine 98 RON E5 (€/L),2.136
aug22,01aug22,Benzines,Benzine 98 RON E10 (€/L),2.098
aug22,01aug22,Gasolie Diesel wegvervoer,Diesel B7 (€/L),2.017
aug22,01aug22,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.98
aug22,01aug22,Gasolie Diesel wegvervoer,Diesel B20 (€/L),1.992
aug22,01aug22,Gasolie Diesel wegvervoer,Diesel B30 (€/L),2.04
aug22,01aug22,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.654
aug22,01aug22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),1.295
aug22,01aug22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),1.327
aug22,01aug22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),1.272
aug22,01aug22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),1.304
aug22,01aug22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),1.3
aug22,01aug22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),1.331
aug22,01aug22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.432
aug22,01aug22,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),1.28
aug22,01aug22,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),1.312
aug22,01aug22,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.417
aug22,01aug22,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),1.364
aug22,01aug22,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),1.332
aug22,01aug22,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.467
aug22,01aug22,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.418
aug22,01aug22,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),1.386
aug22,01aug22,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.521
aug22,01aug22,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.792
aug22,01aug22,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.867
aug22,01aug22,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.74
aug22,01aug22,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.87
aug22,01aug22,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.795
aug22,01aug22,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),770.84
aug22,02aug22,Benzines,Benzine 95 RON E5 (€/L),1.956
aug22,02aug22,Benzines,Benzine 95 RON E10 (€/L),1.889
aug22,02aug22,Benzines,Benzine 98 RON E5 (€/L),2.136
aug22,02aug22,Benzines,Benzine 98 RON E10 (€/L),2.098
aug22,02aug22,Gasolie Diesel wegvervoer,Diesel B7 (€/L),2.017
aug22,02aug22,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.98
aug22,02aug22,Gasolie Diesel wegvervoer,Diesel B20 (€/L),1.992
aug22,02aug22,Gasolie Diesel wegvervoer,Diesel B30 (€/L),2.04
aug22,02aug22,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.654
aug22,02aug22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),1.288
aug22,02aug22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),1.32
aug22,02aug22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),1.266
aug22,02aug22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),1.297
aug22,02aug22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),1.293
aug22,02aug22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),1.325
aug22,02aug22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.426
aug22,02aug22,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),1.273
aug22,02aug22,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),1.305
aug22,02aug22,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.411
aug22,02aug22,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),1.364
aug22,02aug22,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),1.332
aug22,02aug22,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.467
aug22,02aug22,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.418
aug22,02aug22,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),1.386
aug22,02aug22,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.521
aug22,02aug22,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.792
aug22,02aug22,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.867
aug22,02aug22,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.74
aug22,02aug22,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.87
aug22,02aug22,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.795
aug22,02aug22,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),770.84
aug22,03aug22,Benzines,Benzine 95 RON E5 (€/L),1.907
aug22,03aug22,Benzines,Benzine 95 RON E10 (€/L),1.807
aug22,03aug22,Benzines,Benzine 98 RON E5 (€/L),2.085
aug22,03aug22,Benzines,Benzine 98 RON E10 (€/L),2.047
aug22,03aug22,Gasolie Diesel wegvervoer,Diesel B7 (€/L),1.947
aug22,03aug22,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.91
aug22,03aug22,Gasolie Diesel wegvervoer,Diesel B20 (€/L),1.923
aug22,03aug22,Gasolie Diesel wegvervoer,Diesel B30 (€/L),1.973
aug22,03aug22,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.617
aug22,03aug22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),1.202
aug22,03aug22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),1.234
aug22,03aug22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),1.179
aug22,03aug22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),1.211
aug22,03aug22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),1.206
aug22,03aug22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),1.238
aug22,03aug22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.339
aug22,03aug22,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),1.186
aug22,03aug22,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),1.218
aug22,03aug22,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.324
aug22,03aug22,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),1.364
aug22,03aug22,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),1.332
aug22,03aug22,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.467
aug22,03aug22,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.418
aug22,03aug22,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),1.386
aug22,03aug22,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.521
aug22,03aug22,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.792
aug22,03aug22,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.867
aug22,03aug22,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.74
aug22,03aug22,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.87
aug22,03aug22,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.795
aug22,03aug22,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),770.84
aug22,04aug22,Benzines,Benzine 95 RON E5 (€/L),1.907
aug22,04aug22,Benzines,Benzine 95 RON E10 (€/L),1.807
aug22,04aug22,Benzines,Benzine 98 RON E5 (€/L),2.085
aug22,04aug22,Benzines,Benzine 98 RON E10 (€/L),2.047
aug22,04aug22,Gasolie Diesel wegvervoer,Diesel B7 (€/L),1.947
aug22,04aug22,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.91
aug22,04aug22,Gasolie Diesel wegvervoer,Diesel B20 (€/L),1.923
aug22,04aug22,Gasolie Diesel wegvervoer,Diesel B30 (€/L),1.973
aug22,04aug22,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.617
aug22,04aug22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),1.185
aug22,04aug22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),1.217
aug22,04aug22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),1.162
aug22,04aug22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),1.194
aug22,04aug22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),1.19
aug22,04aug22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),1.222
aug22,04aug22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.323
aug22,04aug22,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),1.169
aug22,04aug22,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),1.201
aug22,04aug22,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.307
aug22,04aug22,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),1.295
aug22,04aug22,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),1.263
aug22,04aug22,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.398
aug22,04aug22,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.346
aug22,04aug22,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),1.314
aug22,04aug22,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.449
aug22,04aug22,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.792
aug22,04aug22,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.867
aug22,04aug22,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.74
aug22,04aug22,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.87
aug22,04aug22,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.795
aug22,04aug22,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),770.84
aug22,05aug22,Benzines,Benzine 95 RON E5 (€/L),1.907
aug22,05aug22,Benzines,Benzine 95 RON E10 (€/L),1.807
aug22,05aug22,Benzines,Benzine 98 RON E5 (€/L),2.085
aug22,05aug22,Benzines,Benzine 98 RON E10 (€/L),2.047
aug22,05aug22,Gasolie Diesel wegvervoer,Diesel B7 (€/L),1.947
aug22,05aug22,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.91
aug22,05aug22,Gasolie Diesel wegvervoer,Diesel B20 (€/L),1.923
aug22,05aug22,Gasolie Diesel wegvervoer,Diesel B30 (€/L),1.973
aug22,05aug22,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.617
aug22,05aug22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),1.208
aug22,05aug22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),1.24
aug22,05aug22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),1.185
aug22,05aug22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),1.217
aug22,05aug22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),1.213
aug22,05aug22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),1.245
aug22,05aug22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.345
aug22,05aug22,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),1.192
aug22,05aug22,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),1.224
aug22,05aug22,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.33
aug22,05aug22,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),1.295
aug22,05aug22,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),1.263
aug22,05aug22,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.398
aug22,05aug22,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.346
aug22,05aug22,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),1.314
aug22,05aug22,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.449
aug22,05aug22,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.792
aug22,05aug22,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.867
aug22,05aug22,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.74
aug22,05aug22,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.87
aug22,05aug22,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.795
aug22,05aug22,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),770.84
aug22,06aug22,Benzines,Benzine 95 RON E5 (€/L),1.907
aug22,06aug22,Benzines,Benzine 95 RON E10 (€/L),1.807
aug22,06aug22,Benzines,Benzine 98 RON E5 (€/L),2.085
aug22,06aug22,Benzines,Benzine 98 RON E10 (€/L),2.047
aug22,06aug22,Gasolie Diesel wegvervoer,Diesel B7 (€/L),1.947
aug22,06aug22,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.91
aug22,06aug22,Gasolie Diesel wegvervoer,Diesel B20 (€/L),1.923
aug22,06aug22,Gasolie Diesel wegvervoer,Diesel B30 (€/L),1.973
aug22,06aug22,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.617
aug22,06aug22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),1.182
aug22,06aug22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),1.214
aug22,06aug22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),1.16
aug22,06aug22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),1.192
aug22,06aug22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),1.187
aug22,06aug22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),1.219
aug22,06aug22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.32
aug22,06aug22,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),1.165
aug22,06aug22,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),1.197
aug22,06aug22,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.302
aug22,06aug22,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),1.295
aug22,06aug22,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),1.263
aug22,06aug22,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.398
aug22,06aug22,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.346
aug22,06aug22,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),1.314
aug22,06aug22,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.449
aug22,06aug22,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.792
aug22,06aug22,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.867
aug22,06aug22,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.74
aug22,06aug22,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.87
aug22,06aug22,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.795
aug22,06aug22,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),770.84
aug22,07aug22,Benzines,Benzine 95 RON E5 (€/L),1.907
aug22,07aug22,Benzines,Benzine 95 RON E10 (€/L),1.807
aug22,07aug22,Benzines,Benzine 98 RON E5 (€/L),2.085
aug22,07aug22,Benzines,Benzine 98 RON E10 (€/L),2.047
aug22,07aug22,Gasolie Diesel wegvervoer,Diesel B7 (€/L),1.947
aug22,07aug22,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.91
aug22,07aug22,Gasolie Diesel wegvervoer,Diesel B20 (€/L),1.923
aug22,07aug22,Gasolie Diesel wegvervoer,Diesel B30 (€/L),1.973
aug22,07aug22,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.617
aug22,07aug22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),1.182
aug22,07aug22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),1.214
aug22,07aug22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),1.16
aug22,07aug22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),1.192
aug22,07aug22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),1.187
aug22,07aug22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),1.219
aug22,07aug22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.32
aug22,07aug22,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),1.165
aug22,07aug22,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),1.197
aug22,07aug22,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.302
aug22,07aug22,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),1.295
aug22,07aug22,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),1.263
aug22,07aug22,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.398
aug22,07aug22,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.346
aug22,07aug22,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),1.314
aug22,07aug22,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.449
aug22,07aug22,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.792
aug22,07aug22,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.867
aug22,07aug22,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.74
aug22,07aug22,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.87
aug22,07aug22,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.795
aug22,07aug22,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),770.84
aug22,08aug22,Benzines,Benzine 95 RON E5 (€/L),1.907
aug22,08aug22,Benzines,Benzine 95 RON E10 (€/L),1.807
aug22,08aug22,Benzines,Benzine 98 RON E5 (€/L),2.085
